category,true_label,pred_label,confidence,text_len_words,text
FP,0,1,0.5163,11,"yes but whenever i play , someone always screws up ."
FP,0,1,0.7394,13,so are you happy with your life ? violins and indian food ?
TP,1,1,0.7493,18,ah . okay . i'm hoping to get an internship at ibm . where do you work ?
TP,1,1,0.5541,12,oh nice . sometime i think i'm too tall to dance .
FP,0,1,0.7678,10,no but my sons are watching a game right now
TP,1,1,0.7709,11,i have loud neighbors too . i hope they move soon
TN,0,0,0.2897,7,"hello , tell me about you ."
TP,1,1,0.5708,14,"cool , how many do you have ? i'm single , enjoying it ."
TN,0,0,0.1742,16,congratulations . i hope the baby is healthy and has no asthma like i do .
TP,1,1,0.6456,7,i'm starting a new juicing bar .
TP,1,1,0.7537,13,i have been eating tacos and getting ready to move to school .
FP,0,1,0.606,6,hello what are your plans today
TP,1,1,0.8661,15,i drink a lot of apple martinis when i get a girls night out .
FP,0,1,0.5326,7,"hello , how are you tonight ?"
FP,0,1,0.7642,8,yeah . so do you have any hobbies
FN,1,0,0.3892,15,oh wow ! i wanted to go to school there but now i'm graduated .
FN,1,0,0.3036,16,i have always lived in the us . i have traveled to europe and england .
FP,0,1,0.5063,9,hey whats going on ? how are you ?
TP,1,1,0.8458,7,i hate the taste of cheese .
TP,1,1,0.6954,11,"o yeah , i'm like garfield , lasagna is my fav"
TP,1,1,0.8437,6,i prefer iphone over samsung .
FN,1,0,0.2483,12,that's awesome . i have always had a love for technology .
FP,0,1,0.893,13,do you know what comic books are ? organic food only here !
TP,1,1,0.5069,9,i larp on the weekends in the forest .
FP,0,1,0.8636,15,a pilot is a pretty cool job to have . i met a vampire before
FP,0,1,0.6209,14,i see . maybe do both at one time . jeremy wade does .
FP,0,1,0.7254,13,i wish i was . what do you do for a living ?
TP,1,1,0.6397,5,i work many hours .
TP,1,1,0.8318,7,i like anything to do with mystery
TP,1,1,0.7928,13,haha . i love it . my 2 cats are big pretzel lovers
TP,1,1,0.6853,17,"my father . i work for the navy , 17 years at sea . its still terrifying"
TP,1,1,0.8291,7,i owe 2 monitors for work .
FP,0,1,0.8892,7,what are you going to school for
TP,1,1,0.7765,8,i should beverage been born a prince .
TP,1,1,0.8401,13,right on . my mom is making nachos . i love them .
FP,0,1,0.7843,18,"ca not do much from the bed , but computer games are great way to pass the time"
TP,1,1,0.8645,9,anyone who feeds people pudding should rule the world
FP,0,1,0.8111,5,great i adore video games
FN,1,0,0.2279,9,hi ! i work as a gourmet cook .
FP,0,1,0.6375,16,i'll enjoy my favorite indian dish and look for dogs to adopt while you do .
TN,0,0,0.4922,16,haha exactly . definitely want to skydive before i die . live life to the fullest
FN,1,0,0.3696,13,that's cool ! i hate all their shedding though i'm allergic to dust
FP,0,1,0.7819,10,oh cool . do you work ? any hobbies ?
TP,1,1,0.722,10,i like chasing comodo lizards on a private island .
FP,0,1,0.6852,7,we sound like we would get along
TN,0,0,0.1484,16,lol well i finally tied the knot last year . . thank god ! long wait
TP,1,1,0.5956,12,wow that sounds really exciting ! i have never traveled to europe
FN,1,0,0.2747,16,i'm craving some iced tea right now haha . even though its a bit chilly out
FN,1,0,0.2978,13,"i'm basically a violinist , so i do not think about it ."
FP,0,1,0.7015,17,i wish i could be a dog ! i do not like life as a human .
TP,1,1,0.7626,12,"i love healthy food , veggies and such since moms is nurse"
TP,1,1,0.8075,13,yeah i just got my degree in literature . i like green lantern
FP,0,1,0.7378,14,my dad is a preacher an is crazy we live in the old country
FP,0,1,0.6341,13,i've and some how they run my battery dry within 3 hours .
TN,0,0,0.4787,14,thank you ! i promise not to chase any comodo dragons with it .
TN,0,0,0.2125,7,"that's nice , good luck to you"
TN,0,0,0.4023,9,i understand . it is difficult all around .
TP,1,1,0.7863,6,i dropped out of college .
TP,1,1,0.7484,13,my favorite thing to do is to read books on the beach .
FN,1,0,0.2304,13,well that's cool cuz i'm an owl a night owl to be specific
TP,1,1,0.7323,10,my brother is currently couch surfing at my house .
FP,0,1,0.5442,9,"great , do you have a part time job"
FP,0,1,0.7482,9,my girlfriend of 7 years is in another state
FP,0,1,0.8066,12,yea i did . i caught it after my tennis match today
TP,1,1,0.6607,11,"i work from home , where i live with my mother"
FN,1,0,0.1174,17,"wow , that work isn't easy . . . . i have alot of responsibility at work"
TP,1,1,0.7684,14,awesome ! i am looking for black lace curtains . everything just be black
TP,1,1,0.8769,7,on occasion i like to drive quickly
TN,0,0,0.4987,16,"everyone must make a living , a good one if you want to live well ."
TP,1,1,0.8524,6,i work at a museum .
FP,0,1,0.7885,15,not so much . mostly just drive my kids around in my black suburban .
FP,0,1,0.5288,15,it pays nicely but for now a large part goes towards my student loans .
TP,1,1,0.7428,6,i hate talking to people .
FP,0,1,0.9271,6,they are where steak comes from
FP,0,1,0.8194,8,ink you should talk to her about it
FP,0,1,0.899,12,oh wonderful . i eat veggie meals when not painting fences .
TP,1,1,0.8218,14,i've never done drugs because i do not know where to buy them .
TP,1,1,0.7481,5,i like to cook .
TP,1,1,0.8564,5,teaching is my passion .
TP,1,1,0.7896,9,i couldn t live without my cell phone .
FP,0,1,0.7256,17,"no its a museum in orlando , fl its new . there's a grand opening soon ."
TN,0,0,0.2401,16,"oh , you are invited to my next d and d game if you wish ."
TP,1,1,0.579,12,i am a female and love to be surrounded by males .
FN,1,0,0.2653,16,haha ! that is cool ! just one problem . i'm in a wheel chair .
TP,1,1,0.7482,14,with my aunt . what movies do you like . i prefer cartoons lol
TN,0,0,0.2614,18,exactly . so lets hope for the best for the baby . you know the sex yet ?
FN,1,0,0.319,15,"i am so sad now though , i can not sign in the shower anymore"
FP,0,1,0.6273,6,hi how are you today ?
TP,1,1,0.7398,11,"nice , do you do photography for people or nature ?"
FP,0,1,0.8451,7,the closest thing is arm wrestling lol
FP,0,1,0.7506,10,that is sad . my best friend is calden .
FN,1,0,0.2621,17,i try not to do too much at once . right now i'm reading the foundation series
FP,0,1,0.9376,6,wow how do you get them
TP,1,1,0.8423,6,i'm an aspiring fiction writer .
TP,1,1,0.8838,19,"really ? what shows ? i like tv , it makes me forget i do not like my family"
FP,0,1,0.7623,8,yes indeed my dog keep eating my shoes
FP,0,1,0.6547,10,that sounds good . what do you do for fun
FP,0,1,0.6393,17,"great ! went for pizza , my fav , on friday . whats your favorite food ?"
TN,0,0,0.2635,16,i've thought about that a bit . but everyone says that i obsess too much .
TN,0,0,0.4316,7,you are making wonderful memories ! !
FP,0,1,0.5954,9,"cool , how long have you worked there ?"
TP,1,1,0.8736,4,i'm a teacher .
FP,0,1,0.5949,13,i lift . i lift heavy weights . violinist is for wussy ?
FP,0,1,0.8293,14,when i was single i dreamed of becoming a clothing designer in paris .
TN,0,0,0.4021,13,one of the members from pearl jam said i had a cute laugh
TP,1,1,0.7507,6,i need more hours to sleep
FP,0,1,0.8661,7,then you would love the cruise !
TP,1,1,0.6078,13,"rock on , i'm listening to my favorite band guns and roses ."
FP,0,1,0.8772,6,is he your best friend ?
FP,0,1,0.766,10,cool ! what is it that made ya quit ?
TP,1,1,0.5696,14,i am frank . nice to meet you . what is your name ?
TP,1,1,0.9065,13,i have three best friends but lots of other friends that play it
TP,1,1,0.7664,12,seattle . i've a houseboat here . i like socal weather though
FP,0,1,0.8078,15,"nah , plain cuba libre , that's what we drank yesterday at the theater ."
FN,1,0,0.4364,14,i just moved into an apartment within the vicinity of my new job .
FP,0,1,0.854,8,what do you do with office supplies ?
TP,1,1,0.7785,8,i make and me by waiting tables .
FN,1,0,0.4482,6,i've a lot of friends .
FP,0,1,0.8269,15,stealing is just not good to do . i might go for a hike today
TP,1,1,0.8686,9,i am not sure really . i am unemployed
TN,0,0,0.1276,20,"that is such a great thing ! ! not married , single and trying to mingle haha . you ?"
FN,1,0,0.4612,19,"it is important to have hobbies . i like cars , and working on them in the morning ."
TP,1,1,0.6022,11,i did not know that but i have seen the movie
TN,0,0,0.3389,17,that's a great hobby . i actually made a joke about fishing at a gig yesterday .
FP,0,1,0.8761,7,"sometimes the lake , sometimes the mountains"
TP,1,1,0.6879,12,"the guitar that's cool too , i have three other siblings ."
FP,0,1,0.6199,7,do you have a day job ?
FP,0,1,0.7549,11,"sometimes i do , but they have their own lives ."
TN,0,0,0.3436,16,yes ppl tip very well ! but i really want to be a doctor some day
FP,0,1,0.8052,10,how old are you ? just turned 30 this year
FP,0,1,0.5611,8,hi there how are you doing today ?
TP,1,1,0.6962,10,i work at a non profit that helps children .
FP,0,1,0.7863,8,i agree . have you seen goodfellas ?
FP,0,1,0.5198,8,"hey there , hows your weekend so far"
FP,0,1,0.7515,9,so is my grandmother she lives in my guesthouse
FP,0,1,0.7536,8,very nice . where do you work ?
FP,0,1,0.5264,14,great ! just got back from some dbt therapy . it really helps me
TN,0,0,0.3793,8,was nice talking to you as well !
TP,1,1,0.6278,10,i hope it to become a doctor one day .
TP,1,1,0.7652,6,i live in rural wisconsin .
TP,1,1,0.598,7,"i'm well , how about you ?"
TN,0,0,0.4591,13,yeah . what do you do when you are mixing it up ?
TN,0,0,0.292,16,pets are like family ! i've 2 kids and a husband that's like my 3rd child
TP,1,1,0.6218,14,yea i am pretty sure they're junna take it all the way this year
TP,1,1,0.8435,13,"while both my parents have thick european accents , i do not ."
FP,0,1,0.8069,12,i make things steampunk . it is more art than work .
FP,0,1,0.8512,9,man my boxer just peed on the carpet !
TN,0,0,0.4774,10,great ! just ran k outside ! beautiful weather !
TP,1,1,0.547,8,running relaxes me i love to do it
TP,1,1,0.7017,15,definitely . i am thinking of moving . . . it gets cold here .
FP,0,1,0.6731,11,i just want to be happy with my appearance one day
TP,1,1,0.7631,9,i have maids so i don't have to bake
TP,1,1,0.9011,10,"i'm 6 7 , what is your favorite food ?"
TP,1,1,0.8023,9,it is my living . i like culture .
TP,1,1,0.7741,14,"i work at an urban farm , i love them . do you ?"
FP,0,1,0.579,5,they're and very loyal .
TN,0,0,0.2291,8,"wow , that sounds like a burden ."
TP,1,1,0.9276,5,i drive a mercedes .
FP,0,1,0.8735,6,oh wow do you play music
FP,0,1,0.8263,15,"i wish i can have a million dollars too , that would be awesome ."
TP,1,1,0.5504,7,i am alright how about you ?
TP,1,1,0.557,5,i love to workout .
FP,0,1,0.8148,5,lets climb togther one day
TP,1,1,0.8847,7,my favorite food is a cheeseburger .
FN,1,0,0.4825,14,"hi , i work as a lifestyle blogger . what do you do ?"
FP,0,1,0.6782,12,how fun . what city ? i was there once in military
TP,1,1,0.8068,8,"and , my best friend is calden ."
FN,1,0,0.3951,14,"hope things dry up for quickly , i am just sitting with my dog"
FP,0,1,0.6715,13,my contacts can see through what you are trying to sell me .
TP,1,1,0.7114,7,i believe that mermaids are real .
TP,1,1,0.6481,16,i like to travel up to canada to enjoy the view and relax on weekends .
TN,0,0,0.4504,14,how many kids ? i don't even have a sibling . oh poo .
FP,0,1,0.6471,7,"believe me , they like it ."
TP,1,1,0.7105,15,"i love the water , any water , ocean , river , or lake ."
FN,1,0,0.2661,15,"oh yeah , i'm a stylist here and i've lots of clients doing fantasy colors"
FP,0,1,0.8641,7,are you in a video game ?
FP,0,1,0.8357,6,what books has he written ?
FP,0,1,0.6717,9,"wow , does he live there or work ?"
FP,0,1,0.855,18,hi there . just got home from school . i ride my skateboard . how are you ?
TP,1,1,0.8366,5,i have two roomates .
TN,0,0,0.115,20,yes ! i know how to be by myself . you ? i don't need new friends . you ?
TP,1,1,0.6836,6,no i am single no kids
TP,1,1,0.6401,5,i'm also fascinated with mermaids
TP,1,1,0.5906,11,i like to spend time on the weekends meeting new people
TN,0,0,0.3433,15,"currently yes , i wish i knew where my place was in the world ."
FP,0,1,0.9183,9,pre med . i'd love to be a doctor
FP,0,1,0.7808,10,children equals no free time . how about yourself ?
FP,0,1,0.7637,16,hi ! have you ever wondered what it would be like to live in space ?
TP,1,1,0.8306,6,i live in the usa .
TP,1,1,0.6439,9,"hello , i'm well , how are you ?"
FP,0,1,0.5114,12,i've wonderful memories of my mother playing and singing to me .
FP,0,1,0.823,8,can you sing ? you can join me
TP,1,1,0.7787,6,my mother was a nurse .
TP,1,1,0.759,12,"hi , i live in the big apple , what about you"
FP,0,1,0.5133,13,"don't follow music much , but hope things are getting better for her"
TN,0,0,0.4883,12,"that is how you do it , yolo as you kids say"
TP,1,1,0.8316,7,i have a missing pinky toe .
TP,1,1,0.8064,11,i enjoy reading but also garden in my spare time .
TN,0,0,0.2769,13,i doubt that very much . you probably like to scream alone .
TP,1,1,0.6756,6,i am good do you work
FN,1,0,0.3976,9,i've a wife i'm in my early 40s .
FN,1,0,0.4135,17,yea i hear you . i like to scream in the park when i'm playing ultimate sometimes
TP,1,1,0.849,6,my favorite hobby is knitting .
TP,1,1,0.8367,6,i like to go swimming .
TP,1,1,0.8457,8,my dog is smaller than my cat .
TN,0,0,0.287,13,"awesome , i would not put my kid up for adoption ever ."
FP,0,1,0.8155,15,i was thinking of the state of misery . . . i mean missouri .
TP,1,1,0.6948,12,wow . i have been to florida many times but never china
FP,0,1,0.8896,7,what do you weld ? houses ?
TP,1,1,0.6804,9,i do not have a lot of friends .
TN,0,0,0.4683,21,. . not that i care what others think . i do not work but my boyfriend works at nasa !
FP,0,1,0.6281,15,she still braids my hair and we chit chat because she's literally my best friend
FP,0,1,0.7796,10,did your family teach you to play the violin ?
TP,1,1,0.5543,15,"that is cool , i've a job at subway that i am not thrilled about"
TP,1,1,0.8126,8,my favorite band is insane clown posse .
FN,1,0,0.3177,16,well i also like watching groups of people pray for the betterment of the world .
TP,1,1,0.8755,5,i like to travel .
TP,1,1,0.6808,5,i am a violinist .
TP,1,1,0.768,7,i love the tigers baseball team .
FP,0,1,0.7452,9,makes me secure with my manly hobby skills .
FP,0,1,0.5694,8,it was nice talking to you as well
FP,0,1,0.8045,7,i would rather be a bird .
TP,1,1,0.7266,12,nothing much . i work as a roofer during the day .
TP,1,1,0.7973,4,i'm a goalie .
TN,0,0,0.4814,11,yea . the world can be a cruel place i guess
TP,1,1,0.7749,14,it is difficult but i am learning so much and becoming a better person
TP,1,1,0.6542,10,"i can speak arabic , english , and french ."
FN,1,0,0.3713,17,i have 2 baby boys . but i'm the middle odf my brither 27 and sister 16
FP,0,1,0.6972,11,i was sent to an adoption agency as a infant .
TP,1,1,0.7046,21,"hope it does not stain . i love reading . do you , if so what is your favorite book ?"
FP,0,1,0.9305,8,oh cool do u go to comic cons
TN,0,0,0.419,17,i take it with my black lab cat when we go fishing . we love too .
FP,0,1,0.5139,9,not yet . married and hoping to start soon
FP,0,1,0.8015,11,when i was growing up my family moved 40 times .
FN,1,0,0.1858,15,that sounds like fun . i am doing pretty good . where are you from
TP,1,1,0.8419,4,i'm a writer .
FP,0,1,0.6136,8,"me too , maybe you should come !"
TP,1,1,0.7518,13,in reality i m 32 and live at home with my mother .
TP,1,1,0.766,6,welding is my career field .
FN,1,0,0.2414,19,thank you so much ! my dad is a book writer so i learned a lot from him .
FP,0,1,0.687,7,that's amazing where do i sign up
TP,1,1,0.6897,12,my dream is to move to the middle of the desert .
FP,0,1,0.7527,5,do you have any kids
TP,1,1,0.8791,4,i like cartoons .
TN,0,0,0.1385,14,we go back to celebration in florida often . it is our home town
TN,0,0,0.4439,12,"that's unusual , how did you end up with that nickname ?"
TP,1,1,0.6056,16,"sounds fun , i'm in school now at do not have much time to party ."
TP,1,1,0.5178,17,"hello ! i am good , just got back from lake . i love the water ."
FP,0,1,0.688,6,you should go some time .
TP,1,1,0.8078,6,i like to meet new people
TP,1,1,0.8684,6,my boyfriend works for nasa .
FP,0,1,0.6798,13,that is cool . do you like to read or listen to music
TP,1,1,0.6162,8,i enjoys kayaking in my free time .
FN,1,0,0.4799,12,"i do , i work from home . i can't see well"
TP,1,1,0.9235,6,i own a black suburban .
FP,0,1,0.8917,7,do you have a favorite comic ?
FP,0,1,0.8914,10,u should open your eyes so you can see better
TP,1,1,0.6243,10,when i'm on break at the coffee shop i read
TN,0,0,0.2484,7,that sounds like a lot of work
TP,1,1,0.8199,17,i want to go to another country at least once . i have never left the states
FP,0,1,0.5972,6,nope just being an amazing cook
TP,1,1,0.6068,15,"i like old 386 video games more , but i used to read michener ."
FP,0,1,0.6163,13,not really just watching my daughter slowly pull things in her crib haha
TP,1,1,0.5471,4,i exercise everyday .
FN,1,0,0.3658,8,i am doing great what about you ?
TP,1,1,0.881,12,"i have a best friend , she's a pilot like me ."
TN,0,0,0.3432,12,"oh wow , that sounds interesting . are you really famous ?"
TN,0,0,0.495,11,it just is not right if it never was yours .
TP,1,1,0.6639,12,i love to sit on the couch and play video games myself
TP,1,1,0.8619,8,until then i'll make 215 an hour .
TP,1,1,0.8795,6,my parents aren't married anymore .
TP,1,1,0.8687,13,"it does , but i love kids . what do you do ?"
FN,1,0,0.0955,13,wouldn't mind ! i'm so busy at the hospital all the time .
FP,0,1,0.8477,11,"ireland is very nice , japan is my next stop ."
FP,0,1,0.8982,12,no pets . do you guys have many parks in texas ?
FP,0,1,0.9377,7,i understand . what games pay ?
FP,0,1,0.942,16,my mom is mad at me . i got rejected from the gifted class at school
FN,1,0,0.202,17,"hi i am sally , i live with my sweet dogs in taos , new mexico ."
TP,1,1,0.854,6,i used to party a lot
TP,1,1,0.6511,16,"if i had a real dragon , i would totally train it . would you ?"
FP,0,1,0.5522,8,oh man we would make excellent friends .
TP,1,1,0.7546,10,"i love animals , but cannot bear to lose them"
TP,1,1,0.869,4,i like basketball .
TP,1,1,0.8638,5,i own my home .
FP,0,1,0.6136,12,"hi , i just got back from a country music concert ."
TP,1,1,0.7839,15,computer engineering . have an internship starting later this year i'm very excited for .
FN,1,0,0.3212,9,hi ? i'm ok . who is this ?
TP,1,1,0.7613,10,i enjoy hanging with my mother she's my best friend
TN,0,0,0.1607,11,"www wow , sorry to hear that , i've 2 dogs"
FP,0,1,0.5794,13,are you going to college ? i go to a local one .
TP,1,1,0.7776,13,i spend a lot of time driving my kids to sports events .
TN,0,0,0.2525,13,hi ! that is a great line for my next stand up .
FP,0,1,0.7475,8,you only live once . marry next time
TP,1,1,0.6734,10,thanks . i enjoy but also hate seeing people hurt
TP,1,1,0.8052,8,i work for a large law firm .
TP,1,1,0.7907,5,i own a hearse .
TP,1,1,0.6324,5,i love to hike .
TP,1,1,0.8656,12,i am in college now and want to be a teacher .
TN,0,0,0.3011,17,"hello ! i used to for a cable company , and recently started working for verizon ."
TP,1,1,0.7367,10,i am missing my best friend who moved to japan
TN,0,0,0.261,15,wow really ? do you mind if i include that in my youtube video ?
FN,1,0,0.2463,15,wow i'm only 14 so i can't do that just yet but i hope too
TP,1,1,0.8535,5,i drive a prius .
FP,0,1,0.7659,15,"i actually play guitar and do a lot of manly things , like welding ."
FN,1,0,0.1798,16,"i am not employed , but working toward my masters in social sciences . you ?"
TP,1,1,0.7079,6,i have my own salon .
TP,1,1,0.6844,8,on weekends i like to go hiking .
FN,1,0,0.2893,19,"well that's something . i am sure the nurses , like my mother , sees you a lot ."
TP,1,1,0.7213,10,i have never been fishing but i love to swim
FP,0,1,0.8924,9,not particularly . they are old and mean .
FP,0,1,0.5931,13,what are your videos about ? ever make a spooky halloween video ?
FP,0,1,0.7548,7,anyway . what do you do ?
TP,1,1,0.7291,20,"nice , what do you like about it ? i prefer watching soccer games , i'm really into it ."
TP,1,1,0.5295,14,"hi there , i am doing great thanks . where are you from ?"
TP,1,1,0.8239,12,i drive around in a long black hearse an love this season
TP,1,1,0.7061,18,orlando . i live with my girl friend . i only date girls i am shorter than .
TN,0,0,0.3555,16,its better than nothing . my brother is couch surfing at my house right now jobless
FP,0,1,0.6051,4,hey hows it going
TP,1,1,0.9064,5,i like to paint .
FP,0,1,0.7204,7,omg authentic mexican is the best !
TP,1,1,0.8771,13,yes ! i love sushi ! i always eat it while studying .
FP,0,1,0.8507,6,i've never play that one .
TP,1,1,0.8865,4,i hate broccoli .
FP,0,1,0.7633,10,oh nice ! my mom went to beauty school too
FP,0,1,0.6091,11,"i too am a vegan , how long for you ?"
FN,1,0,0.4735,15,"right now i have to give 2 monitors for work , that i owe them"
FP,0,1,0.8374,7,they will have food at that !
FP,0,1,0.9057,8,what is your favorite meat to eat ?
TN,0,0,0.1447,6,"lol , i would love too"
TP,1,1,0.864,6,i play d and d .
TP,1,1,0.7435,8,i like jogging in my spare time .
FP,0,1,0.8423,7,hi anybody there ? ding dong !
FN,1,0,0.4093,10,"its midnight here too . i'm good , you ?"
TP,1,1,0.7761,4,i've three kids .
TP,1,1,0.7443,6,my father was an author .
FP,0,1,0.9169,7,anything look for it in the listing
TP,1,1,0.8633,6,my birthday is in june .
FN,1,0,0.4826,9,oh okay . . i'm in a book club
TN,0,0,0.488,12,we dress up in armor and fight with swords and other weapons
TN,0,0,0.4836,9,that's nice . moms are pretty cool too .
FP,0,1,0.7947,8,well if you need a cook i gotch
FP,0,1,0.7441,18,"no , i just have have a hard time behind the wheel . do you like tv ?"
TP,1,1,0.8447,4,i play guitar .
TP,1,1,0.9175,12,my mom teaches kindergarten and my dad is a tax assessor .
FP,0,1,0.5952,12,"spiderman , because i've 2 snakes and venom is kinda snake like"
FP,0,1,0.82,5,do not like reading ?
TN,0,0,0.4903,9,i understand how long have you been like that
TN,0,0,0.4283,9,a few been a brat all my life lol
FN,1,0,0.3076,12,i'm from the midwest . i just went back to school .
FP,0,1,0.5574,7,that would be great i enjoy cooking
TP,1,1,0.712,8,married ugly people i am with miss usa
TP,1,1,0.6855,8,well i am going on two years divorced
TP,1,1,0.767,18,ireland . my mom is from there and my dad from australia . i live in california .
TN,0,0,0.3727,14,ok . fair . i don't have fish worth eating around here . haha
TP,1,1,0.7893,8,drawing is cool but i prefer the guitar
TP,1,1,0.8597,18,that sounds fun ! do you like junk food ? i love gummy worms even the sour ones
TN,0,0,0.4036,17,no i did not once i realized what he was i ran away fast as i could
FP,0,1,0.9335,11,"i've a black car , purse , wear all black ."
TN,0,0,0.4566,7,and what would that be ? lol
TP,1,1,0.5409,11,my name is gary . great to meet you too .
TP,1,1,0.7968,8,i love driving my pink truck to them
TP,1,1,0.784,6,i believe dragons are real .
TP,1,1,0.8546,18,i am from the us too . my favorite is pink . do you go to school ?
FP,0,1,0.8388,12,"not yet , i don't think a plane could lift me ."
TP,1,1,0.9195,6,my hair is colored purple .
FP,0,1,0.7317,10,oh yes and a good veggie burger is wonderful .
TP,1,1,0.9252,6,i work at a bookstore .
TP,1,1,0.7777,5,i have 5 grandchildren .
FP,0,1,0.5791,14,"my parents were both teachers , so i thought i might , but no"
TN,0,0,0.4921,12,hiking is my favorite thing to do . what about you ?
FP,0,1,0.6961,13,we call him spot ! do you have any nieces or nephews ?
FP,0,1,0.5897,5,hey how are you tonight
TP,1,1,0.8313,4,i am witty .
TP,1,1,0.8534,9,i live in the suburbs in new jersey .
FP,0,1,0.699,13,"fame and computer engineering , were you on the cover of wired ?"
TP,1,1,0.815,10,i have played since i was 4 years old .
TP,1,1,0.7722,5,i like to snowboard .
FN,1,0,0.3436,14,"i would if i could , but i have a farm to maintain ."
FP,0,1,0.8184,10,"yes it is nice , halloween is my fav ."
TP,1,1,0.8308,16,i have a dog that i love a lot . lots of parks in texas !
TP,1,1,0.8663,6,i like to ride horses .
TP,1,1,0.8255,13,i can t get enough gummy worms to satisfy my sweet tooth .
FP,0,1,0.81,6,the water is an evil mistress
TN,0,0,0.1649,18,that's awesome . the ocean is incredible ! i totally believe that mermaids are out in the sea
FP,0,1,0.798,6,what do you like to cook
TN,0,0,0.3765,16,i recently finished by mba and work as a financial manager with a large hospital .
FP,0,1,0.7566,13,maybe you will have to record your playing and dance to it .
TP,1,1,0.705,6,i'm great enjoying the football season
TP,1,1,0.8926,10,"so , we will have people bring us huge steaks"
TP,1,1,0.8438,9,"wax worms , night crawlers , minos what ever"
FP,0,1,0.6327,6,hi ! how are you ?
FP,0,1,0.6841,18,my favorite food is chicken ! its actually my dogs favorite food too ! his name is bob
TP,1,1,0.902,12,i hate the beach because it will ruin my blond hair .
TP,1,1,0.5751,12,i am doing just fine . i will go shoe shopping later
FP,0,1,0.8825,12,is it because the extra toe doesn't fit inside your shoes ?
FP,0,1,0.8367,5,do you really feel bad
TP,1,1,0.9283,10,"i'm good , did you ride skateboard to school ?"
TP,1,1,0.7336,9,i play around with mensa members like myself .
FP,0,1,0.6921,11,"life , but now i look forward to the joys retiring"
TN,0,0,0.3369,8,i'll make sure and check it out .
FP,0,1,0.837,7,do you go to the lake ?
TN,0,0,0.4169,8,it was a pleasure to meet you .
FP,0,1,0.8563,14,i reside in new york . i never want to go anywhere else .
TP,1,1,0.7474,7,i write in my spare time .
TP,1,1,0.5248,8,i help around with bookkeeping and tours .
TP,1,1,0.8441,15,now that is neat . i'm jealous ! my dad is just a boring pilot
TP,1,1,0.7638,11,i only worked half a day i work at the bank
FP,0,1,0.804,12,that is a good show i watch that while drinking iced tea
TP,1,1,0.7053,6,green is my favorite color .
FN,1,0,0.2971,18,that sounds like a fun job . i am a business major but have a part time job
TN,0,0,0.2915,7,that sounds awesome ! thank you !
FP,0,1,0.7064,17,i would shop all day ! what do you like to do in your spare time ?
TP,1,1,0.7789,7,my brother is in the army .
FP,0,1,0.8172,9,"wow , can you play a musical instrument ?"
TP,1,1,0.8084,10,my family migrated to america when i was five .
TP,1,1,0.7598,10,i work as an editor for a local magazine .
TN,0,0,0.188,10,"hectic haha , she's definitely a handful , and yes"
TP,1,1,0.5249,13,"hi , how are you ? i am listening to rock and redecorating"
FP,0,1,0.7827,15,i've such a thick accent that i find certain words hard to pronounce like hippopotamus
FN,1,0,0.3621,14,i'm from texas . where did you go ? i'm from el paso .
FP,0,1,0.8636,14,being a lumberjack will make you strong and attractive for the opposite sex .
TP,1,1,0.8428,8,i like chicken or macaroni and cheese .
TP,1,1,0.8793,5,i like to hunt .
FP,0,1,0.7699,13,"no , but my dog george is basically my kid . haha ."
FP,0,1,0.5933,6,live action role playing it awesome
TP,1,1,0.6843,15,"i am a burger kind of gal , and grew up on a ranch ,"
TN,0,0,0.3562,11,"oh yeah , i still need to get my passport ."
FP,0,1,0.5876,17,i try to work out everyday . do you have a lot of friends on base ?
FP,0,1,0.6692,11,ok . my 23 cats are having a good day .
FP,0,1,0.8963,10,"sounds a bit crazy , and hard on a child"
TN,0,0,0.4949,16,"another cat lover , awesome . we have to meet and have a drink soon ."
TP,1,1,0.9093,6,i like to work puzzles .
FP,0,1,0.8357,14,pretty ! mine is streaked purple and blue . my kids are horrified .
FP,0,1,0.892,8,that's cute ! how old are they ?
TN,0,0,0.4406,12,oh that's far away . i married my friend from high school
FP,0,1,0.8477,7,i didn't get to finish college .
TP,1,1,0.6882,16,"september of 1972 . in 1960 was hurricane donna . fortunately , i love to swim"
TP,1,1,0.8805,6,my favorite food is popcorn .
TP,1,1,0.745,8,"i am good , are you into music"
TP,1,1,0.644,7,my favorite band is imagine dragons .
FP,0,1,0.7874,12,that is my favorite color . have you seen the new iphone
TP,1,1,0.8396,15,"i do , but prefer the movies . have you heard of 16 candles ?"
FN,1,0,0.3306,14,nice to meet ya sally ! i am sean and i am a student
TN,0,0,0.3396,18,"oh , well that still might be useful . i really like putting on makeup for costumes ."
TP,1,1,0.8771,7,i like cartoons more than movies .
TP,1,1,0.7816,10,i love shoes ! do you have any hobbies ?
FP,0,1,0.8933,7,my gf just does not get it
TP,1,1,0.8705,10,i read sci fi space adventures with a passion .
TP,1,1,0.5009,11,yeah well i have to go was nice chatting with you
TP,1,1,0.858,6,i can play the piano .
TP,1,1,0.8567,9,sometimes the strongest men are the weakest people .
TN,0,0,0.4299,7,there's joy to be found as well
FP,0,1,0.7248,16,well true . but being athletic and a runner . sports is a good thing .
FN,1,0,0.3345,9,lol that's very funny . i like that one
TP,1,1,0.8026,11,hope you get them fixed soon . are they expensive ?
